,x t2,v t2
0,149600000000.0,-0.021469727861480704
1,157008904452.2261,-0.020460437380038107
2,164417808904.4522,-0.020479973586839593
3,171826713356.67834,-0.02049661207263701
4,179235617808.90445,-0.02051058924477695
5,186644522261.13055,-0.02052211340929616
6,194053426713.35666,-0.020531369077547056
7,201462331165.5828,-0.020538520475817126
8,208871235617.8089,-0.020543714428966596
9,216280140070.035,-0.020547082747708532
10,223689044522.26114,-0.02054874421884639
11,231097948974.48724,-0.020548806275315988
12,238506853426.71335,-0.02054736640604085
13,245915757878.93945,-0.0205445133528759
14,253324662331.1656,-0.020540328132164158
15,260733566783.3917,-0.020534884910931278
16,268142471235.6178,-0.02052825176190528
17,275551375687.84393,-0.02052049131696547
18,282960280140.07,-0.020511661335023718
19,290369184592.29614,-0.020501815197469388
20,297778089044.5223,-0.020491002342010622
21,305186993496.74835,-0.020479268643897562
22,312595897948.9745,-0.020466656752026646
23,320004802401.2006,-0.020453206386191847
24,327413706853.4267,-0.020438954600764517
25,334822611305.65283,-0.02042393601926354
26,342231515757.87897,-0.020408183043591394
27,349640420210.1051,-0.020391726041161247
28,357049324662.3312,-0.020374593512665656
29,364458229114.55725,-0.020356812242844545
30,371867133566.7834,-0.02033840743628302
31,379276038019.0095,-0.020319402839994498
32,386684942471.2356,-0.020299820854305445
33,394093846923.46173,-0.02027968263335579
34,401502751375.68787,-0.020259008176367034
35,408911655827.91394,-0.02023781641067691
36,416320560280.14014,-0.020216125267419473
37,423729464732.3662,-0.02019395175062163
38,431138369184.5923,-0.02017131200038769
39,438547273636.8184,-0.02014822135077792
40,445956178089.04456,-0.020124694382901626
41,453365082541.2706,-0.020100744973694785
42,460773986993.49677,-0.02007638634080052
43,468182891445.72284,-0.0200516310839144
44,475591795897.94904,-0.0200264912229315
45,483000700350.1752,-0.020000978233183565
46,490409604802.40125,-0.019975103078027398
47,497818509254.6274,-0.019948876239030862
48,505227413706.85345,-0.019922307743951064
49,512636318159.07965,-0.01989540719270827
50,520045222611.3057,-0.0198681837815208
51,527454127063.5318,-0.0198406463253565
52,534863031515.75793,-0.019812803278837582
53,542271935967.9841,-0.019784662755729213
54,549680840420.21014,-0.019756232547125357
55,557089744872.4363,-0.01972752013842785
56,564498649324.6624,-0.01969853272522658
57,571907553776.8885,-0.019669277228153124
58,579316458229.1147,-0.01963976030679233
59,586725362681.3407,-0.01960998837272595
60,594134267133.5669,-0.019579967601763996
61,601543171585.793,-0.019549703945429535
62,608952076038.019,-0.01951920314175527
63,616360980490.2452,-0.01948847072542905
64,623769884942.4713,-0.01945751203734792
65,631178789394.6975,-0.01942633223360647
66,638587693846.9236,-0.019394936293980414
67,645996598299.1497,-0.01936332902992219
68,653405502751.3757,-0.019331515092099176
69,660814407203.6018,-0.01929949897752476
70,668223311655.828,-0.019267285036293207
71,675632216108.0541,-0.019234877477945368
72,683041120560.2803,-0.019202280377492977
73,690450025012.5063,-0.0191694976811245
74,697858929464.7324,-0.01913653321161127
75,705267833916.9585,-0.019103390673431135
76,712676738369.1847,-0.01907007365762297
77,720085642821.4108,-0.019036585646401046
78,727494547273.6368,-0.019002930017535433
79,734903451725.863,-0.018969110048509225
80,742312356178.0891,-0.018935128920470213
81,749721260630.3152,-0.01890098972199923
82,757130165082.5414,-0.018866695452682984
83,764539069534.7675,-0.018832249026513117
84,771947973986.9935,-0.01879765327514653
85,779356878439.2197,-0.01876291095098543
86,786765782891.4458,-0.018728024730124304
87,794174687343.6719,-0.018692997215167075
88,801583591795.8981,-0.018657830937907405
89,808992496248.1241,-0.01862252836188693
90,816401400700.3502,-0.018587091884837183
91,823810305152.5763,-0.018551523841031557
92,831219209604.8025,-0.01851582650350205
93,838628114057.0286,-0.018480002086178948
94,846037018509.2545,-0.018444052745940617
95,853445922961.4808,-0.01840798058456122
96,860854827413.7069,-0.01837178765058968
97,868263731865.933,-0.018335475941136867
98,875672636318.1593,-0.018299047403593137
99,883081540770.3853,-0.01826250393727727
100,890490445222.6113,-0.018225847395016738
101,897899349674.8375,-0.018189079584659346
102,905308254127.0636,-0.018152202270520876
103,912717158579.2897,-0.018115217174789797
104,920126063031.5159,-0.018078125978859376
105,927534967483.7421,-0.018040930324614943
106,934943871935.968,-0.01800363181566888
107,942352776388.1942,-0.017966232018546656
108,949761680840.4203,-0.017928732463831993
109,957170585292.6464,-0.017891134647261643
110,964579489744.8726,-0.017853440030781993
111,971988394197.0986,-0.017815650043565934
112,979397298649.3248,-0.017777766082989234
113,986806203101.5509,-0.017739789515574443
114,994215107553.777,-0.017701721677898227
115,1001624012006.003,-0.01766356387745786
116,1009032916458.2294,-0.017625317393526484
117,1016441820910.4553,-0.017586983477956276
118,1023850725362.6814,-0.017548563355958172
119,1031259629814.9076,-0.017510058226863683
120,1038668534267.1337,-0.01747146926485185
121,1046077438719.3597,-0.01743279761964934
122,1053486343171.5858,-0.017394044417207467
123,1060895247623.8121,-0.017355210760361773
124,1068304152076.0381,-0.017316297729459928
125,1075713056528.2642,-0.01727730638297697
126,1083121960980.4904,-0.017238237758099594
127,1090530865432.7164,-0.017199092871299664
128,1097939769884.9425,-0.017159872718889232
129,1105348674337.1687,-0.017120578277545664
130,1112757578789.395,-0.017081210504831666
131,1120166483241.6208,-0.017041770339694458
132,1127575387693.847,-0.01700225870294527
133,1134984292146.0732,-0.016962676497727612
134,1142393196598.2993,-0.01692302460996787
135,1149802101050.5254,-0.016883303908817482
136,1157211005502.7515,-0.016843515247068813
137,1164619909954.9775,-0.016803659461572085
138,1172028814407.2036,-0.01676373737362987
139,1179437718859.4297,-0.016723749789377622
140,1186846623311.656,-0.01668369750016596
141,1194255527763.882,-0.016643581282917902
142,1201664432216.1082,-0.016603401900479597
