,x t3,v t3
0,149640748205.5828,-0.024143856001303483
1,149674387323.59418,-0.024143856001303483
2,149724851948.06253,-0.024143856001303483
3,149771001926.83365,-0.024143856001303483
4,149797273817.3397,-0.024143856001303483
5,149840448376.23697,-0.024143856001303483
6,149890671519.687,-0.024143856001303483
7,149932961434.63354,-0.024143856001303483
8,149964241181.0243,-0.024143856001303483
9,149997321811.25983,-0.024143856001303483
10,150006916851.22693,-0.024143856001303483
11,150047080999.79443,-0.024143856001303483
12,150078753883.21985,-0.024143856001303483
13,150136724591.55963,-0.024143856001303483
14,150169766440.5871,-0.024143856001303483
15,150216587437.529,-0.024143856001303483
16,150274278987.1957,-0.024143856001303483
17,150297355691.3985,-0.024143856001303483
18,150322387216.1051,-0.024143856001303483
19,150366629100.93665,-0.024143856001303483
20,150411264451.77942,-0.024143856001303483
21,150475173422.01572,-0.024143856001303483
22,150518181688.06345,-0.024143856001303483
23,150529701589.86124,-0.024143856001303483
24,150542553758.5241,-0.024143856001303483
25,150577352416.86636,-0.024143856001303483
26,150625239142.07327,-0.024143856001303483
27,150672203052.73923,-0.024143856001303483
28,150712028278.52487,-0.024143856001303483
29,150755706775.58542,-0.024143856001303483
30,150779774708.84802,-0.024143856001303483
31,150822342270.14743,-0.024143856001303483
32,150874514246.57977,-0.024143856001303483
33,150900711389.31268,-0.024143856001303483
34,150948689893.19443,-0.024143856001303483
35,150977255603.02554,-0.024143856001303483
36,151034501476.58676,-0.024143856001303483
37,151070468258.46573,-0.024143856001303483
38,151079674691.32907,-0.024143856001303483
39,151126394500.00302,-0.024143856001303483
40,151166445126.5021,-0.024143856001303483
41,151187451717.63217,-0.024143856001303483
42,151231131432.01285,-0.024143856001303483
43,151265335249.42218,-0.024143856001303483
44,151300982154.44943,-0.024143856001303483
45,151346462295.63858,-0.024143856001303483
46,151396475558.9822,-0.024143856001303483
47,151437317013.52478,-0.024143856001303483
48,151486668664.48322,-0.024143856001303483
49,151519630423.00732,-0.024143856001303483
50,151579580859.19937,-0.024143856001303483
51,151606476972.3857,-0.024143856001303483
52,151628957731.39258,-0.024143856001303483
53,151631563893.18912,-0.024143856001303483
54,151672242950.69858,-0.024143856001303483
55,151706996849.05966,-0.024143856001303483
56,151761549195.70114,-0.024143856001303483
57,151803321165.4048,-0.024143856001303483
58,151843224473.7866,-0.024143856001303483
59,151892281909.40823,-0.024143856001303483
60,151918412392.81293,-0.024143856001303483
61,151972220388.17975,-0.024143856001303483
62,152014264008.11984,-0.024143856001303483
63,152049503271.8669,-0.024143856001303483
64,152095046893.59396,-0.024143856001303483
65,152127713570.1542,-0.024143856001303483
66,152155597649.02853,-0.024143856001303483
67,152184539051.82178,-0.024143856001303483
68,152204949557.61868,-0.024143856001303483
69,152246425820.84586,-0.024143856001303483
70,152290188032.1555,-0.024143856001303483
