,sigma_g t3,sigma_s t3
0,11.245477024253416,5.995915366258531e-12
1,5.319663679788852,1.5237099889510852e-12
2,3.4052024745466145,7.402288132746627e-13
3,2.4632619869182006,4.878149494961082e-13
4,1.911200051043959,3.3848213363141194e-08
5,1.5443581413714746,1.2665149688801932e-07
6,1.289714546949255,0.0
7,1.0998581024436909,0.0
8,0.9526151511410584,0.0
9,0.8387605718844293,0.0
10,0.7431978650569725,0.0
11,0.6669645765816034,0.0
12,0.601301722980061,0.0
13,0.5465016415376284,0.0
14,0.4994821697109445,0.0
15,0.4580430160358401,0.0
16,0.4230872565796347,0.0
17,0.39040949300595945,0.0
18,0.36306024012353,0.0
19,0.3377043496090739,0.0
20,0.31499864988381915,0.0
21,0.2952426293274173,0.0
22,0.27673763683228936,0.0
23,0.25990460909215424,0.0
24,0.24483156913947526,0.0
25,0.23093437901371058,0.0
26,0.218264900333493,0.0
27,0.20588972675569567,0.0
28,0.19559665753890573,0.0
29,0.18537751798054014,0.0
30,0.17610531220286188,0.0
31,0.16734962369441328,0.0
32,0.1593290735296468,0.0
33,0.15177342083953807,0.0
34,0.14477458159787354,0.0
35,0.13804459672292255,0.0
36,0.1319046184586888,0.0
37,0.1262230934024891,0.0
38,0.44946593242579996,0.0
39,1.279110874638421,0.0
40,0.889639750082975,0.0
41,0.621213964174727,0.0
42,0.4344213902073219,0.0
43,0.3057699154172336,0.0
44,0.21508664591190166,0.0
45,0.15160021229960766,0.0
46,0.10743650155169612,0.0
47,0.07607723055810844,0.0
48,0.054117414836073394,0.0
49,0.038535364936825814,0.0
50,0.027437595976915825,0.0
51,0.01964067964932726,0.0
52,0.014071296528531712,0.0
53,0.010114824403923793,0.0
54,0.0072681991595950944,0.0
55,0.0052232019183968015,0.0
56,0.003774458570971768,0.0
57,0.0027233505579470157,0.0
58,0.0019734382156361406,0.0
59,0.0014276582459720182,0.0
60,0.0010375149437064986,0.0
61,0.0007535719724676672,0.0
62,0.000548249349768737,0.0
63,0.0003995791895934444,0.0
64,0.00029162417940738634,0.0
65,0.00021276784566920542,0.0
66,0.00015573714098018993,0.0
67,0.00011398919331603172,0.0
68,8.349409366133601e-05,0.0
69,6.131259412377661e-05,0.0
70,4.496946601806345e-05,0.0
71,3.3102587914307795e-05,0.0
72,2.4353704339261254e-05,0.0
73,1.7921276409000526e-05,0.0
74,1.3213973382824193e-05,0.0
75,9.763811246591218e-06,0.0
76,7.205696761363662e-06,0.0
77,5.327891427767228e-06,0.0
78,3.940162113740902e-06,0.0
79,2.9211713241254158e-06,0.0
80,2.163800366683426e-06,0.0
81,1.6031311588275837e-06,0.0
82,1.190269547324641e-06,0.0
83,8.844789397140384e-07,0.0
84,6.563262458773906e-07,0.0
85,4.889546335397907e-07,0.0
86,3.6388173749273055e-07,0.0
87,2.710560773999977e-07,0.0
88,2.0198678270121948e-07,0.0
89,1.504359455413509e-07,0.0
90,1.1242163856969088e-07,0.0
91,8.381926494116058e-08,0.0
92,6.271255781689323e-08,0.0
93,4.682464389777782e-08,0.0
94,3.506276133124707e-08,0.0
95,2.6207601990693402e-08,0.0
96,1.964298938803129e-08,0.0
97,1.4697934031809028e-08,0.0
98,4.041260169571287e-08,0.0
