,sigma_g t0,sigma_s t0
0,7.3768796339053715,7.377096767838791
1,3.4832268941767315,3.4833166158406246
2,2.221843299050326,2.224044566453533
3,1.6043172150651335,1.6042871869796236
4,1.2401790046271923,1.240160468801389
5,1.0010473768794812,1.0010309823712709
6,0.8325337558639351,0.832522699052761
7,0.7084084297077873,0.7077063650208104
8,0.6117476411174874,0.6117574133517012
9,0.5358498168549235,0.5358555264311392
10,0.47441464214276546,0.47442188241463623
11,0.4237539534422096,0.4237582800403859
12,0.38132219536270834,0.38170086024389777
13,0.34531469380238733,0.345309253918771
14,0.31441917240862816,0.31441648907715714
15,0.28765321692170315,0.2876487876992696
16,0.26426505804177336,0.2642628514071903
17,0.24391831407338133,0.2436760998518691
18,0.22543170240614369,0.22543534143340488
19,0.2091766146363219,0.20917807350604398
20,0.19461168561610467,0.1946147847053678
21,0.1815019495242069,0.18150319884306662
22,0.1696480927360514,0.16981688573211495
23,0.1588897044199251,0.1588870395148151
24,0.14908873025204897,0.14908788919223678
25,0.14013400059830083,0.14013167121325437
26,0.13192414576809808,0.13192340800695973
27,0.12450072961836359,0.12437686091089725
28,0.11742087470323301,0.11742293217781875
29,0.11099666050533483,0.1109971513714252
30,0.10504798073861066,0.10504980986951466
31,0.09953008532510453,0.09953052277532083
32,0.09439933178425218,0.09449343541679073
33,0.08962209019158346,0.08962044648303803
34,0.08516353314685558,0.08516325479931611
35,0.08099938634806161,0.08099790763596071
36,0.07710128901883517,0.07710103816691234
37,0.07352119338854017,0.07344790558842194
38,0.07001947689186772,0.07002074748723015
39,0.06679861290081086,0.0667988289474235
40,0.06376812316224806,0.06376934337542646
41,0.06091489783380088,0.060915028646060625
42,0.05822364144235037,0.05828179362533023
43,0.055684430557464255,0.05568336998469517
44,0.05328409822823496,0.053283984325694464
45,0.051015310520189996,0.05101428828042001
46,0.04886705162765281,0.0488669995685331
47,0.04687869797063316,0.04683187894691328
48,0.04490230818429217,0.04490320467176454
49,0.04307206091082668,0.04307215133494216
50,0.04133336561035658,0.041334189054504755
51,0.03968209055852626,0.03972100203343735
52,0.03811113957258653,0.03811110013397273
53,0.036617011937109596,0.03661628459413907
54,0.03519363437169985,0.035193561701511576
55,0.03383797957069748,0.033837344267817225
56,0.032577221264644324,0.032545274080951855
57,0.03131226244000918,0.0313123269427615
58,0.030135609217457896,0.03013617368524907
59,0.029012541066725565,0.02901263053729524
60,0.02793896259771082,0.027939455875999608
61,0.026913493804271785,0.026939940324521225
62,0.025932502471820097,0.025932422653882847
63,0.024994368072111476,0.024993927639098863
64,0.02409611418223358,0.02409604010367755
65,0.023236172887696898,0.023235763911652343
66,0.022434218280526948,0.022412172258717188
67,0.021622590452219304,0.021622678897230033
68,0.020865738413880976,0.020866083338447326
69,0.02014015424162934,0.020140236543233672
70,0.019443685939910936,0.019444007049446224
71,0.01877556089486465,0.018794048568610288
72,0.01813400485413312,0.018133912394748732
73,0.017518068866372895,0.017517798141930097
74,0.016926185113327937,0.01692609888109233
75,0.016357513298031187,0.01635726070891281
76,0.015826184861576345,0.01581060093286231
77,0.015284827748888672,0.015284921044198244
78,0.014779227978917049,0.01477944064392003
79,0.014292921256713305,0.014293008440135077
80,0.013824784823284076,0.013824983623932193
81,0.013374192231439184,0.013387387924915502
82,0.012940357805433251,0.012940265846910074
83,0.012522618957387585,0.012522451982289882
84,0.012120127716728709,0.012120041633849124
85,0.011732383375142671,0.011732227021874961
86,0.011369638716451342,0.011358420699791554
87,0.01099804592204066,0.010998135083966661
88,0.01065066276180488,0.010650793619509566
89,0.010315688462040134,0.010315772054724587
90,0.009992527539450674,0.009992650256305321
91,0.009680703460107194,0.00969027397797884
92,0.009379824319901066,0.009379738905326552
93,0.009089459126020485,0.00908935691663151
94,0.008809130363465189,0.008809050174919305
95,0.00853847772673898,0.00853838174798419
96,0.008285149392824924,0.008276958564094475
97,0.00802437893927095,0.008024460020716323
98,0.007780484362998505,0.007780563792395083
