,x t0,v t0
0,149600000000.0,0.0
1,157008904452.2261,0.0
2,164417808904.4522,0.0
3,171826713356.67834,0.0
4,179235617808.90445,0.0
5,186644522261.13055,0.0
6,194053426713.35666,0.0
7,201462331165.5828,0.0
8,208871235617.8089,0.0
9,216280140070.035,0.0
10,223689044522.26114,0.0
11,231097948974.48724,0.0
12,238506853426.71335,0.0
13,245915757878.93945,0.0
14,253324662331.1656,0.0
15,260733566783.3917,0.0
16,268142471235.6178,0.0
17,275551375687.84393,0.0
18,282960280140.07,0.0
19,290369184592.29614,0.0
20,297778089044.5223,0.0
21,305186993496.74835,0.0
22,312595897948.9745,0.0
23,320004802401.2006,0.0
24,327413706853.4267,0.0
25,334822611305.65283,0.0
26,342231515757.87897,0.0
27,349640420210.1051,0.0
28,357049324662.3312,0.0
29,364458229114.55725,0.0
30,371867133566.7834,0.0
31,379276038019.0095,0.0
32,386684942471.2356,0.0
33,394093846923.46173,0.0
34,401502751375.68787,0.0
35,408911655827.91394,0.0
36,416320560280.14014,0.0
37,423729464732.3662,0.0
38,431138369184.5923,0.0
39,438547273636.8184,0.0
40,445956178089.04456,0.0
41,453365082541.2706,0.0
42,460773986993.49677,0.0
43,468182891445.72284,0.0
44,475591795897.94904,0.0
45,483000700350.1752,0.0
46,490409604802.40125,0.0
47,497818509254.6274,0.0
48,505227413706.85345,0.0
49,512636318159.07965,0.0
50,520045222611.3057,0.0
51,527454127063.5318,0.0
52,534863031515.75793,0.0
53,542271935967.9841,0.0
54,549680840420.21014,0.0
55,557089744872.4363,0.0
56,564498649324.6624,0.0
57,571907553776.8885,0.0
58,579316458229.1147,0.0
59,586725362681.3407,0.0
60,594134267133.5669,0.0
61,601543171585.793,0.0
62,608952076038.019,0.0
63,616360980490.2452,0.0
64,623769884942.4713,0.0
65,631178789394.6975,0.0
66,638587693846.9236,0.0
67,645996598299.1497,0.0
68,653405502751.3757,0.0
69,660814407203.6018,0.0
70,668223311655.828,0.0
71,675632216108.0541,0.0
72,683041120560.2803,0.0
73,690450025012.5063,0.0
74,697858929464.7324,0.0
75,705267833916.9585,0.0
76,712676738369.1847,0.0
77,720085642821.4108,0.0
78,727494547273.6368,0.0
79,734903451725.863,0.0
80,742312356178.0891,0.0
81,749721260630.3152,0.0
