,x t3,v t3
0,149600000000.0,-0.021469727861480704
1,157008904452.2261,-0.020626989928993946
2,164417808904.4522,-0.02065438491811205
3,171826713356.67834,-0.02067888220463266
4,179235617808.90445,-0.020700718193615974
5,186644522261.13055,-0.020720101189175926
6,194053426713.35666,-0.02073721570103644
7,201462331165.5828,-0.02075222595409694
8,208871235617.8089,-0.020765278772026687
9,216280140070.035,-0.02077650596451096
10,223689044522.26114,-0.02078602631746139
11,231097948974.48724,-0.02079394726303715
12,238506853426.71335,-0.02080036628948229
13,245915757878.93945,-0.020805372138052777
14,253324662331.1656,-0.020809045824563194
15,260733566783.3917,-0.02081146151557139
16,268142471235.6178,-0.020812687283389558
17,275551375687.84393,-0.020812785759525273
18,282960280140.07,-0.02081181470255781
19,290369184592.29614,-0.020809827493577703
20,297778089044.5223,-0.020806873570023483
21,305186993496.74835,-0.02080299880690427
22,312595897948.9745,-0.020798245852896097
23,320004802401.2006,-0.02079265442759234
24,327413706853.4267,-0.020786261585184557
25,334822611305.65283,-0.02077910194902577
26,342231515757.87897,-0.020771207920867445
27,349640420210.1051,-0.02076260986798495
28,357049324662.3312,-0.02075333629094338
29,364458229114.55725,-0.020743413974366593
30,371867133566.7834,-0.02073286812273301
31,379276038019.0095,-0.020721722482956683
32,386684942471.2356,-0.020709999455273204
33,394093846923.46173,-0.02069772019373921
34,401502751375.68787,-0.02068490469749631
35,408911655827.91394,-0.02067157189380992
36,416320560280.14014,-0.020657739713748097
37,423729464732.3662,-0.020643425161274202
38,431138369184.5923,-0.02062864437643545
39,438547273636.8184,-0.02061341269323636
40,445956178089.04456,-0.020597744692735002
41,453365082541.2706,-0.020581654251822408
42,460773986993.49677,-0.02056515458809549
43,468182891445.72284,-0.020548258301208794
44,475591795897.94904,-0.020530977411018208
45,483000700350.1752,-0.020513323392817754
46,490409604802.40125,-0.020495307209933155
47,497818509254.6274,-0.020476939343897917
48,505227413706.85345,-0.020458229822437505
49,512636318159.07965,-0.020439188245445404
50,520045222611.3057,-0.020419823809111712
51,527454127063.5318,-0.020400145328378954
52,534863031515.75793,-0.020380161257847335
53,542271935967.9841,-0.02035987971125664
54,549680840420.21014,-0.02033930847967979
55,557089744872.4363,-0.02031845504850023
56,564498649324.6624,-0.020297326613285056
57,571907553776.8885,-0.020275930094649102
58,579316458229.1147,-0.020254272152161187
59,586725362681.3407,-0.02023235919738475
60,594134267133.5669,-0.020210197406114908
61,601543171585.793,-0.020187792729859683
62,608952076038.019,-0.020165150906637633
63,616360980490.2452,-0.020142277471123682
64,623769884942.4713,-0.020119177764199744
65,631178789394.6975,-0.020095856941951033
66,638587693846.9236,-0.020072319984140753
67,645996598299.1497,-0.02004857170220774
68,653405502751.3757,-0.020024616746811802
69,660814407203.6018,-0.02000045961495562
70,668223311655.828,-0.01997610465672338
71,675632216108.0541,-0.019951556081645734
72,683041120560.2803,-0.019926817964725257
73,690450025012.5063,-0.019901894252144538
74,697858929464.7324,-0.01987678876666531
75,705267833916.9585,-0.0198515052127555
76,712676738369.1847,-0.019826047181449633
77,720085642821.4108,-0.019800418154953144
78,727494547273.6368,-0.019774621511029777
79,734903451725.863,-0.019748660527155917
80,742312356178.0891,-0.019722538384473545
81,749721260630.3152,-0.019696258171557315
82,757130165082.5414,-0.01966982288798577
83,764539069534.7675,-0.019643235447748233
84,771947973986.9935,-0.019616498682494717
85,779356878439.2197,-0.01958961534462086
86,786765782891.4458,-0.019562588110217962
87,794174687343.6719,-0.019535419581885892
88,801583591795.8981,-0.019508112291412215
89,808992496248.1241,-0.01948066870233363
90,816401400700.3502,-0.019453091212379973
91,823810305152.5763,-0.019425382155817482
92,831219209604.8025,-0.019397543805674315
93,838628114057.0286,-0.019369578375878306
94,846037018509.2545,-0.019341488023303755
95,853445922961.4808,-0.01931327484972317
96,860854827413.7069,-0.019284940903677432
97,868263731865.933,-0.01925648818227549
98,875672636318.1593,-0.019227918632908354
99,883081540770.3853,-0.019199234154888833
100,890490445222.6113,-0.01917043660104028
101,897899349674.8375,-0.019141527779209022
102,905308254127.0636,-0.01911250945370782
103,912717158579.2897,-0.01908338334672168
104,920126063031.5159,-0.019054151139643156
105,927534967483.7421,-0.01902481447435385
106,934943871935.968,-0.018995374954461193
107,942352776388.1942,-0.01896583414649136
108,949761680840.4203,-0.018936193581026578
109,957170585292.6464,-0.018906454753798204
110,964579489744.8726,-0.018876619126751964
111,971988394197.0986,-0.01884668812905951
112,979397298649.3248,-0.01881666315809313
113,986806203101.5509,-0.01878654558037523
114,994215107553.777,-0.018756336732476078
115,1001624012006.003,-0.018726037921895183
116,1009032916458.2294,-0.018695650427905424
117,1016441820910.4553,-0.018665175502351663
118,1023850725362.6814,-0.018634614370447587
119,1031259629814.9076,-0.01860396823152271
120,1038668534267.1337,-0.018573238259751428
121,1046077438719.3597,-0.01854242560486096
122,1053486343171.5858,-0.01851153139280094
123,1060895247623.8121,-0.01848055672640335
124,1068304152076.0381,-0.018449502686020313
125,1075713056528.2642,-0.01841837033011961
126,1083121960980.4904,-0.018387160695887098
127,1090530865432.7164,-0.01835587479979827
128,1097939769884.9425,-0.018324513638158162
129,1105348674337.1687,-0.0182930781876463
130,1112757578789.395,-0.018261569405821177
131,1120166483241.6208,-0.018229988231629628
132,1127575387693.847,-0.01819833558588399
133,1134984292146.0732,-0.018166612371723824
134,1142393196598.2993,-0.018134819475078754
135,1149802101050.5254,-0.018102957765095656
136,1157211005502.7515,-0.01807102809456563
137,1164619909954.9775,-0.018039031300339004
138,1172028814407.2036,-0.018006968203716806
139,1179437718859.4297,-0.01797483961083398
140,1186846623311.656,-0.0179426463130384
141,1194255527763.882,-0.01791038908725559
142,1201664432216.1082,-0.017878068696329463
143,1209073336668.3342,-0.017845685889362355
144,1216482241120.5605,-0.017813241402057246
145,1223891145572.7864,-0.01778073595702713
146,1231300050025.0127,-0.017748170264104336
147,1238708954477.2388,-0.017715545020652826
148,1246117858929.4648,-0.017682860911848286
149,1253526763381.691,-0.017650118610966523
150,1260935667833.917,-0.017617318779662598
151,1268344572286.143,-0.01758446206823533
152,1275753476738.3694,-0.01755154911588553
153,1283162381190.5955,-0.01751858055096508
154,1290571285642.8215,-0.01748555699123839
155,1297980190095.0476,-0.017452479044106746
156,1305389094547.2737,-0.017419347306834525
157,1312797998999.4998,-0.017386162366792555
158,1320206903451.7258,-0.017352924801665705
159,1327615807903.9521,-0.017319635179662153
160,1335024712356.1782,-0.017286294059735696
161,1342433616808.4043,-0.017252901991773366
162,1349842521260.6304,-0.017219459516789368
163,1357251425712.8564,-0.017185967167129293
164,1364660330165.0825,-0.01715242546665212
165,1372069234617.3088,-0.017118834930900342
166,1379478139069.535,-0.017085196067280713
167,1386887043521.761,-0.01705150937524917
168,1394295947973.987,-0.017017775346457594
169,1401704852426.2131,-0.01698399446491989
170,1409113756878.4392,-0.016950167207185562
171,1416522661330.6655,-0.01691629404247969
172,1423931565782.8916,-0.016882375432853487
173,1431340470235.1177,-0.016848411833332397
174,1438749374687.3438,-0.016814403692061747
175,1446158279139.5698,-0.016780351450450252
176,1453567183591.796,-0.016746255543289054
177,1460976088044.0222,-0.016712116398893088
178,1468384992496.2483,-0.01667793443923592
179,1475793896948.4744,-0.01664371008006736
180,1483202801400.7004,-0.016609443731040275
181,1490611705852.9265,-0.016575135795821885
182,1498020610305.1526,-0.01654078667222107
183,1505429514757.3787,-0.016506396752296596
184,1512838419209.605,-0.016471966422466094
185,1520247323661.8308,-0.01643749606361787
186,1527656228114.0571,-0.016402986051216994
187,1535065132566.2832,-0.016368436755409544
188,1542474037018.509,-0.01633384854111002
189,1549882941470.7354,-0.0162992217681195
190,1557291845922.9617,-0.01626455679121357
191,1564700750375.1877,-0.016229853960231088
